,opp_ast,opp_blk,opp_drb,opp_fg,opp_fg2,opp_fg2_pct,opp_fg2a,opp_fg3,opp_fg3_pct,opp_fg3a,opp_fg_pct,opp_fga,opp_ft,opp_ft_pct,opp_fta,opp_orb,opp_pf,opp_pts,opp_pts_per_g,opp_stl,opp_tov,opp_trb,team_name,type
165,93rd,162nd,296th,300th,323rd,109th,346th,120th,341st,27th,263rd,282nd,224th,248th,208th,58th,139th,289th,165th,214th,116th,215th,san-francisco,team_stats
166,208th,140th,310th,243rd,282nd,89th,328th,130th,192nd,115th,156th,291st,330th,228th,329th,203rd,52nd,299th,244th,258th,78th,288th,santa-clara,team_stats
167,351st,25th,343rd,340th,342nd,335th,307th,248th,315th,164th,342nd,293rd,263rd,110th,273rd,258th,113th,340th,345th,303rd,200th,336th,san-jose-state,team_stats
168,198th,253rd,259th,296th,332nd,265th,323rd,59th,104th,79th,278th,260th,217th,207th,214th,145th,127th,277th,266th,279th,177th,230th,san-diego,team_stats
169,74th,4th,64th,16th,10th,39th,38th,135th,23rd,228th,10th,78th,103rd,286th,70th,101st,176th,12th,3rd,76th,93rd,63rd,san-diego-state,team_stats
170,64th,112th,98th,79th,119th,21st,232nd,80th,115th,88th,43rd,156th,178th,148th,180th,308th,222nd,72nd,137th,143rd,182nd,189th,seton-hall,team_stats
171,353rd,293rd,318th,353rd,322nd,337th,252nd,353rd,324th,353rd,313th,353rd,70th,40th,89th,348th,37th,352nd,349th,345th,63rd,345th,samford,team_stats
172,176th,181st,147th,108th,84th,200th,53rd,215th,107th,257th,124th,111th,343rd,321st,334th,173rd,127th,226th,265th,273rd,6th,163rd,sam-houston-state,team_stats
173,79th,93rd,189th,72nd,124th,147th,128th,49th,99th,61st,151st,62nd,304th,312th,295th,78th,65th,122nd,270th,17th,235th,144th,seattle,team_stats
174,301st,336th,342nd,342nd,342nd,272nd,337th,259th,335th,137th,333rd,320th,275th,275th,256th,244th,239th,344th,340th,254th,343rd,335th,saint-josephs,team_stats
175,38th,245th,143rd,300th,326th,247th,319th,102nd,231st,70th,293rd,248th,103rd,221st,87th,33rd,182nd,248th,111th,5th,224th,82nd,saint-marys-ca,team_stats
176,59th,349th,13th,4th,15th,33rd,55th,35th,121st,35th,47th,20th,279th,235th,269th,95th,213th,17th,37th,311th,90th,19th,saint-peters,team_stats
177,318th,315th,134th,316th,304th,53rd,351st,220th,192nd,214th,93rd,348th,38th,90th,45th,320th,28th,255th,179th,279th,288th,227th,sacred-heart,team_stats
178,214th,293rd,267th,262nd,286th,290th,234th,142nd,123rd,166th,271st,212th,199th,278th,172nd,236th,232nd,251st,115th,243rd,32nd,272nd,robert-morris,team_stats
179,158th,253rd,88th,112th,57th,202nd,32nd,271st,143rd,296th,126th,114th,84th,51st,107th,37th,72nd,104th,176th,192nd,189th,52nd,rider,team_stats
180,40th,271st,96th,37th,29th,36th,70th,147th,133rd,168th,38th,82nd,231st,134th,243rd,78th,100th,63rd,58th,238th,152nd,72nd,saint-louis,team_stats
181,241st,271st,82nd,272nd,239th,264th,197th,274th,218th,271st,253rd,249th,131st,234th,111th,228th,102nd,259th,247th,97th,123rd,127th,saint-francis-pa,team_stats
182,71st,140th,193rd,119th,112th,186th,86th,172nd,48th,249th,90th,152nd,93rd,50th,129th,162nd,322nd,95th,107th,70th,139th,191st,richmond,team_stats
183,339th,71st,281st,320th,280th,231st,265th,300th,347th,190th,312th,257th,286th,214th,277th,182nd,27th,332nd,330th,243rd,116th,261st,pepperdine,team_stats
184,335th,56th,307th,275th,216th,221st,197th,302nd,229th,310th,208th,288th,118th,15th,168th,297th,69th,271st,256th,311th,149th,321st,portland,team_stats
185,335th,287th,142nd,332nd,349th,319th,338th,76th,214th,45th,339th,280th,209th,239th,193rd,325th,178th,315th,313th,103rd,43rd,243rd,portland-state,team_stats
186,306th,347th,226th,199th,160th,180th,154th,266th,238th,242nd,190th,207th,47th,202nd,42nd,342nd,63rd,162nd,72nd,92nd,28th,316th,pittsburgh,team_stats
187,5th,41st,77th,74th,150th,56th,245th,23rd,204th,15th,126th,76th,14th,217th,7th,98th,352nd,13th,210th,158th,344th,69th,pennsylvania,team_stats
188,147th,206th,150th,74th,131st,253rd,71st,49th,27th,113th,173rd,50th,348th,97th,348th,108th,13th,175th,148th,124th,7th,135th,prairie-view,team_stats
189,6th,56th,53rd,70th,88th,58th,136th,120th,235th,90th,97th,82nd,308th,169th,311th,3rd,47th,137th,46th,76th,209th,7th,pacific,team_stats
190,127th,195th,276th,150th,199th,41st,293rd,80th,153rd,72nd,70th,216th,166th,62nd,193rd,240th,178th,124th,145th,56th,194th,276th,penn-state,team_stats
191,151st,271st,22nd,93rd,64th,68th,94th,225th,154th,234th,58th,146th,134th,303rd,100th,294th,324th,94th,105th,1st,171st,87th,oregon,team_stats
192,208th,140th,64th,124th,129th,127th,142nd,147th,278th,106th,192nd,95th,152nd,306th,114th,170th,113th,114th,127th,67th,258th,93rd,oregon-state,team_stats
193,21st,140th,286th,257th,307th,155th,332nd,54th,145th,55th,215th,255th,60th,236th,46th,3rd,190th,173rd,83rd,14th,334th,121st,north-dakota-state,team_stats
194,195th,93rd,213th,337th,338th,204th,349th,225th,329th,126th,298th,332nd,197th,309th,165th,95th,46th,333rd,301st,273rd,301st,171st,north-dakota,team_stats
195,200th,227th,190th,233rd,216th,239th,183rd,252nd,209th,230th,230th,218th,168th,246th,156th,139th,244th,238th,278th,6th,177th,177th,oral-roberts,team_stats
196,294th,346th,262nd,284th,207th,143rd,240th,328th,214th,336th,132nd,332nd,241st,346th,187th,149th,40th,312th,272nd,310th,267th,234th,north-carolina,team_stats
197,205th,49th,296th,268th,266th,289th,211th,215th,139th,234th,258th,239th,164th,54th,193rd,228th,248th,257th,245th,228th,175th,282nd,north-carolina-wilmington,team_stats
198,148th,321st,277th,57th,7th,61st,23rd,310th,229th,315th,53rd,103rd,215th,241st,204th,20th,273rd,117th,68th,44th,217th,165th,old-dominion,team_stats
199,58th,264th,246th,201st,271st,138th,301st,59th,98th,80th,167th,229th,267th,91st,281st,322nd,226th,210th,188th,254th,85th,299th,north-carolina-state,team_stats
200,25th,287th,114th,96th,147th,175th,140th,45th,216th,27th,225th,38th,267th,140th,272nd,82nd,158th,112th,190th,54th,164th,90th,north-alabama,team_stats
201,59th,39th,229th,53rd,40th,114th,42nd,180th,274th,133rd,151st,35th,161st,34th,198th,73rd,244th,63rd,27th,109th,4th,171st,north-carolina-greensboro,team_stats
202,118th,120th,72nd,93rd,117th,153rd,111th,105th,40th,173rd,81st,117th,155th,125th,161st,311th,260th,75th,76th,124th,13th,175th,north-carolina-central,team_stats
203,228th,236th,335th,208th,239th,213th,235th,130th,10th,260th,100th,277th,311th,1st,345th,332nd,16th,266th,252nd,254th,17th,342nd,north-carolina-at,team_stats
204,127th,253rd,237th,88th,125th,198th,100th,80th,241st,44th,234th,32nd,144th,270th,128th,42nd,315th,70th,129th,30th,287th,150th,njit,team_stats
205,249th,81st,262nd,284th,329th,351st,210th,67th,337th,13th,352nd,47th,239th,17th,283rd,85th,158th,276th,302nd,10th,25th,205th,north-carolina-asheville,team_stats
206,195th,162nd,168th,22nd,25th,83rd,40th,108th,37th,176th,35th,54th,282nd,101st,297th,178th,199th,58th,53rd,70th,34th,183rd,norfolk-state,team_stats
207,203rd,56th,168th,121st,205th,206th,196th,26th,60th,37th,203rd,87th,298th,260th,291st,275th,280th,146th,172nd,177th,4th,220th,nicholls-state,team_stats
208,148th,41st,213th,138th,97th,165th,72nd,264th,25th,338th,49th,232nd,299th,229th,299th,156th,276th,223rd,263rd,10th,334th,195th,nevada,team_stats
209,344th,271st,322nd,282nd,220th,305th,135th,317th,308th,285th,305th,223rd,87th,177th,77th,341st,315th,274th,264th,14th,106th,339th,niagara,team_stats
210,302nd,329th,50th,260th,299th,349th,166th,93rd,279th,42nd,349th,69th,288th,297th,270th,188th,105th,281st,332nd,162nd,51st,68th,new-orleans,team_stats
211,347th,71st,239th,341st,293rd,312th,235th,349th,275th,350th,281st,345th,59th,96th,65th,323rd,25th,334th,312th,317th,44th,295th,new-mexico,team_stats
212,3rd,86th,244th,29th,47th,47th,80th,86th,68th,127th,34th,68th,237th,83rd,257th,8th,266th,45th,89th,115th,303rd,118th,new-hampshire,team_stats
213,18th,4th,4th,14th,33rd,150th,28th,49th,135th,47th,145th,11th,60th,292nd,41st,1st,153rd,5th,6th,124th,146th,2nd,new-mexico-state,team_stats
214,131st,241st,114th,115th,97th,137th,92nd,198th,96th,247th,80th,157th,101st,132nd,106th,92nd,146th,98th,112th,192nd,316th,96th,montana-state,team_stats
215,335th,353rd,353rd,349th,346th,309th,332nd,325th,192nd,340th,283rd,352nd,23rd,22nd,36th,349th,229th,337th,333rd,97th,112th,353rd,nebraska,team_stats
216,26th,245th,74th,6th,43rd,143rd,36th,19th,13th,67th,61st,21st,346th,278th,343rd,119th,102nd,63rd,58th,106th,125th,76th,missouri,team_stats
217,32nd,335th,82nd,7th,79th,199th,47th,5th,24th,10th,174th,4th,334th,350th,307th,45th,321st,41st,74th,70th,85th,55th,missouri-kansas-city,team_stats
218,111th,170th,134th,194th,171st,177th,165th,236th,226th,214th,192nd,191st,227th,198th,227th,33rd,199th,212th,134th,210th,185th,69th,missouri-state,team_stats
219,119th,232nd,320th,93rd,61st,139th,55th,231st,266th,187th,163rd,75th,311th,178th,315th,182nd,51st,176th,209th,119th,31st,299th,monmouth,team_stats
220,148th,170th,281st,145th,160th,172nd,160th,130th,275th,82nd,226th,94th,336th,236th,334th,206th,138th,229th,268th,84th,65th,269th,milwaukee,team_stats
221,140th,108th,2nd,134th,179th,170th,183rd,86th,81st,123rd,155th,135th,183rd,304th,157th,196th,127th,123rd,144th,279th,311th,12th,mississippi-state,team_stats
222,246th,87th,289th,243rd,258th,279th,213th,174th,345th,57th,338th,106th,288th,165th,293rd,95th,273rd,285th,311th,214th,106th,230th,middle-tennessee,team_stats
223,215th,326th,222nd,125th,214th,210th,205th,26th,15th,77th,164th,116th,334th,323rd,317th,178th,69th,184th,158th,155th,129th,207th,mississippi,team_stats
224,23rd,56th,199th,215th,301st,73rd,347th,19th,138th,21st,143rd,254th,56th,110th,61st,129th,311th,127th,146th,8th,319th,181st,michigan,team_stats
225,176th,236th,43rd,65th,95th,12th,224th,100th,9th,218th,4th,240th,138th,158th,144th,231st,243rd,56th,52nd,115th,328th,79th,michigan-state,team_stats
226,350th,112th,352nd,351st,351st,348th,338th,242nd,249th,210th,345th,342nd,310th,69th,333rd,349th,340th,350th,352nd,254th,168th,352nd,mississippi-valley-state,team_stats
227,249th,264th,7th,104th,54th,325th,5th,264th,156th,279th,232nd,41st,279th,315th,252nd,68th,124th,160th,132nd,262nd,239th,10th,loyola-marymount,team_stats
228,185th,271st,173rd,145th,234th,44th,317th,26th,57th,38th,62nd,223rd,91st,173rd,88th,258th,280th,84th,86th,40th,339th,212th,minnesota,team_stats
229,101st,227th,309th,202nd,156th,176th,150th,274th,299th,222nd,219th,186th,240th,49th,268th,224th,201st,247th,229th,67th,230th,299th,miami-oh,team_stats
230,187th,293rd,72nd,117th,38th,207th,22nd,313th,332nd,237th,245th,58th,2nd,25th,3rd,14th,146th,56th,22nd,173rd,32nd,29th,loyola-il,team_stats
231,37th,120th,58th,18th,19th,46th,49th,114th,79th,158th,28th,54th,94th,155th,97th,173rd,318th,14th,32nd,12th,106th,79th,louisiana-tech,team_stats
232,284th,155th,299th,331st,328th,277th,308th,268th,241st,245th,285th,327th,288th,297th,270th,288th,39th,338th,321st,318th,79th,310th,louisiana-lafayette,team_stats
233,91st,24th,39th,37th,65th,139th,58th,76th,92nd,95th,109th,29th,146th,180th,148th,173rd,318th,33rd,123rd,76th,339th,58th,louisiana-monroe,team_stats
234,266th,245th,322nd,159th,77th,192nd,47th,302nd,280th,286th,191st,129th,187th,46th,228th,73rd,105th,185th,160th,155th,99th,269th,longwood,team_stats
235,183rd,218th,28th,256th,160th,126th,193rd,328th,270th,328th,142nd,300th,70th,80th,79th,289th,201st,243rd,284th,88th,289th,93rd,louisiana-state,team_stats
236,35th,195th,52nd,43rd,36th,35th,77th,156th,37th,240th,13th,137th,112th,288th,83rd,112th,244th,40th,33rd,119th,296th,48th,louisville,team_stats
237,277th,287th,222nd,246th,230th,163rd,251st,248th,244th,216th,201st,262nd,68th,127th,66th,330th,74th,207th,185th,293rd,8th,289th,lamar,team_stats
238,318th,300th,343rd,344th,342nd,220th,347th,287th,198th,289th,235th,351st,206th,186th,204th,338th,77th,342nd,327th,238th,73rd,348th,long-island-university,team_stats
239,203rd,329th,203rd,267th,201st,226th,172nd,310th,288th,289th,242nd,249th,45th,65th,55th,182nd,308th,234th,212th,143rd,230th,203rd,lipscomb,team_stats
240,302nd,271st,173rd,263rd,205th,304th,121st,295th,170th,317th,248th,235th,226th,232nd,217th,129th,311th,289th,279th,287th,251st,156th,lehigh,team_stats
241,6th,2nd,123rd,13th,22nd,26th,68th,76th,18th,158th,11th,69th,32nd,108th,35th,14th,205th,4th,2nd,30th,204th,44th,liberty,team_stats
242,339th,56th,248th,310th,239th,244th,214th,325th,287th,319th,252nd,303rd,183rd,184th,178th,317th,85th,313th,308th,347th,73rd,295th,long-beach-state,team_stats
243,82nd,2nd,150th,242nd,278th,187th,283rd,135th,80th,175th,170th,277th,6th,44th,9th,206th,347th,142nd,166th,88th,351st,181st,lafayette,team_stats
244,173rd,317th,143rd,74th,133rd,242nd,79th,42nd,33rd,97th,178th,47th,296th,223rd,290th,129th,232nd,116th,192nd,339th,149th,136th,la-salle,team_stats
245,40th,170th,10th,79th,90th,27th,172nd,139th,59th,203rd,20th,186th,166th,84th,187th,264th,49th,78th,81st,24th,285th,55th,kentucky,team_stats
246,230th,307th,203rd,227th,220th,346th,72nd,215th,335th,108th,347th,47th,44th,11th,70th,145th,290th,170th,310th,109th,296th,189th,kennesaw-state,team_stats
247,200th,11th,147th,186th,166th,69th,243rd,215th,206th,208th,87th,244th,260th,259th,247th,299th,165th,217th,196th,56th,91st,221st,kent-state,team_stats
248,127th,336th,164th,60th,65th,204th,36th,147th,179th,140th,182nd,33rd,252nd,145th,260th,196th,169th,101st,55th,331st,17th,186th,kansas-state,team_stats
249,93rd,282nd,15th,36th,15th,6th,104th,190th,53rd,275th,3rd,183rd,4th,36th,8th,186th,250th,11th,10th,177th,206th,38th,kansas,team_stats
250,255th,218th,296th,253rd,172nd,257th,116th,319th,296th,300th,255th,221st,133rd,281st,105th,125th,226th,258th,324th,70th,316th,248th,james-madison,team_stats
251,270th,181st,141st,246th,258th,320th,172nd,177th,152nd,190th,289th,182nd,78th,104th,86th,49th,258th,200th,175th,234th,91st,103rd,jacksonville-state,team_stats
252,221st,56th,193rd,180th,160th,274th,97th,198th,221st,178th,260th,106th,146th,266th,129th,101st,328th,164th,197th,221st,175th,163rd,illinois-state,team_stats
253,123rd,206th,271st,105th,166th,111th,209th,41st,212th,24th,184th,74th,321st,176th,327th,116th,165th,153rd,122nd,115th,22nd,221st,jackson-state,team_stats
254,318th,292nd,156th,236th,269th,280th,217th,139th,260th,98th,306th,151st,267th,345th,223rd,283rd,244th,256th,290th,221st,101st,212th,incarnate-word,team_stats
255,74th,155th,38th,296th,347th,342nd,319th,9th,125th,6th,348th,123rd,52nd,348th,30th,37th,174th,189th,285th,96th,330th,20th,idaho-state,team_stats
256,71st,195th,43rd,150th,194th,49th,282nd,86th,189th,68th,94th,194th,21st,262nd,11th,108th,121st,67th,65th,92nd,306th,38th,illinois,team_stats
257,310th,162nd,302nd,275th,275th,120th,311th,205th,14th,323rd,52nd,347th,317th,28th,342nd,336th,112th,314th,164th,326th,126th,329th,illinois-chicago,team_stats
258,349th,344th,84th,352nd,351st,353rd,309th,261st,349th,119th,353rd,266th,327th,326th,309th,251st,127th,353rd,353rd,342nd,263rd,139th,houston-baptist,team_stats
259,286th,195th,267th,348th,349th,347th,313th,236th,339th,121st,350th,274th,207th,143rd,222nd,162nd,336th,343rd,339th,322nd,326th,239th,holy-cross,team_stats
260,333rd,71st,217th,334th,340th,310th,323rd,174th,49th,256th,262nd,338th,20th,257th,9th,289th,33rd,283rd,152nd,177th,67th,257th,hofstra,team_stats
261,335th,293rd,117th,257th,88th,311th,24th,351st,352nd,335th,323rd,144th,231st,47th,258th,139th,48th,308th,305th,289th,236th,114th,high-point,team_stats
262,352nd,68th,330th,350th,348th,336th,331st,307th,285th,286th,337th,346th,300th,66th,325th,353rd,100th,349th,344th,221st,85th,350th,howard,team_stats
263,293rd,129th,213th,310th,292nd,322nd,221st,256th,166th,263rd,289th,273rd,94th,85th,124th,119th,229th,284th,271st,291st,309th,185th,idaho,team_stats
264,4th,140th,96th,117th,248th,122nd,287th,5th,233rd,3rd,235th,60th,138th,261st,117th,37th,182nd,62nd,119th,106th,227th,55th,hawaii,team_stats
265,119th,162nd,77th,305th,314th,105th,345th,163rd,115th,193rd,131st,342nd,21st,128th,22nd,87th,23rd,214th,135th,184th,112th,65th,gonzaga,team_stats
266,342nd,206th,321st,346th,330th,255th,326th,334th,286th,329th,269th,349th,344th,113th,344th,346th,2nd,351st,338th,124th,247th,340th,hampton,team_stats
267,321st,71st,328th,343rd,318th,237th,310th,344th,270th,343rd,242nd,350th,313th,339th,293rd,345th,49th,347th,341st,131st,53rd,343rd,green-bay,team_stats
268,251st,21st,108th,186th,125th,219th,85th,287th,308th,225th,248th,129th,123rd,284th,92nd,149th,206th,181st,277th,42nd,338th,110th,grand-canyon,team_stats
269,11th,17th,33rd,37th,69th,36th,130th,71st,182nd,52nd,64th,54th,88th,109th,97th,55th,219th,22nd,97th,206th,278th,25th,harvard,team_stats
270,237th,206th,328th,212th,255th,196th,254th,108th,2nd,275th,67th,307th,172nd,131st,179th,332nd,169th,191st,106th,279th,119th,337th,hartford,team_stats
271,277th,129th,106th,139th,121st,73rd,182nd,213th,167th,220th,73rd,203rd,252nd,54th,277th,196th,60th,176th,149th,258th,55th,129th,grambling,team_stats
272,122nd,287th,56th,85th,179th,48th,276th,14th,7th,52nd,33rd,169th,266th,188th,259th,249th,174th,89th,94th,330th,146th,107th,georgia-tech,team_stats
273,226th,245th,168th,332nd,341st,298th,329th,167th,135th,182nd,295th,321st,168th,14th,233rd,311th,135th,318th,315th,228th,158th,251st,georgia,team_stats
274,145th,315th,203rd,139th,207th,88th,272nd,45th,6th,147th,48th,235th,351st,270th,350th,343rd,153rd,272nd,258th,203rd,29th,309th,georgia-state,team_stats
275,281st,87th,183rd,212th,136th,159th,133rd,310th,191st,323rd,132nd,256th,192nd,194th,180th,278th,220th,244th,222nd,138th,227th,234th,gardner-webb,team_stats
276,176th,311th,134th,199th,224th,259th,178th,147th,91st,196th,218th,184th,94th,19th,153rd,206th,90th,160th,132nd,234th,204th,154th,george-mason,team_stats
277,258th,31st,334th,314th,321st,261st,304th,167th,45th,249th,210th,323rd,143rd,184th,141st,305th,26th,285th,213th,155th,19th,331st,georgia-southern,team_stats
278,255th,81st,203rd,191st,186th,316th,88th,190th,64th,268th,222nd,163rd,37th,226th,31st,168th,280th,133rd,90th,192nd,23rd,198th,furman,team_stats
279,135th,311th,262nd,270th,326th,233rd,326th,37th,180th,29th,286th,214th,158th,75th,174th,145th,210th,223rd,200th,293rd,332nd,232nd,george-washington,team_stats
280,119th,14th,98th,86th,29th,61st,57th,285th,314th,218th,114th,91st,112th,341st,63rd,82nd,298th,93rd,168th,67th,349th,75th,fresno-state,team_stats
281,331st,181st,156th,284th,170th,142nd,190th,348th,327th,332nd,199th,313th,128th,308th,89th,285th,54th,298th,289th,334th,136th,215th,georgetown,team_stats
282,198th,49th,312th,9th,3rd,168th,2nd,213th,44th,298th,38th,28th,103rd,60th,135th,87th,308th,16th,11th,243rd,139th,260th,fordham,team_stats
283,61st,25th,26th,74th,117th,106th,138th,80th,149th,73rd,130th,72nd,201st,287th,172nd,125th,180th,77th,78th,60th,225th,36th,florida,team_stats
284,289th,120th,88th,217th,185th,302nd,95th,268th,256th,236th,280th,150th,138th,143rd,150th,271st,328th,211th,296th,184th,255th,152nd,fairleigh-dickinson,team_stats
285,220th,47th,146th,257th,198th,113th,241st,298th,293rd,273rd,168th,290th,217th,347th,163rd,196th,217th,285th,213th,279th,247th,174th,delaware,team_stats
286,16th,93rd,33rd,49th,45th,80th,60th,147th,102nd,182nd,56th,80th,229th,302nd,197th,231st,239th,72nd,71st,46th,24th,66th,florida-state,team_stats
287,212th,129th,250th,278th,310th,214th,315th,102nd,10th,221st,138th,322nd,243rd,311th,219th,351st,262nd,277th,266th,340th,19th,330th,florida-international,team_stats
288,131st,19th,274th,227th,216th,226th,191st,225th,237th,202nd,238th,199th,109th,151st,114th,98th,250th,203rd,180th,234th,45th,215th,florida-atlantic,team_stats
289,123rd,170th,213th,160th,143rd,102nd,186th,180th,231st,161st,143rd,167th,109th,91st,135th,240th,339th,129th,87th,331st,126th,232nd,florida-gulf-coast,team_stats
290,54th,56th,12th,99th,139th,38th,245th,67th,175th,48th,72nd,133rd,70th,5th,143rd,173rd,182nd,52nd,47th,50th,225th,33rd,dayton,team_stats
291,54th,195th,50th,53rd,146th,343rd,32nd,12th,55th,19th,321st,2nd,213th,39th,249th,116th,207th,43rd,288th,221st,158th,47th,florida-am,team_stats
292,341st,245th,347th,334th,301st,344th,206th,319th,284th,310th,334th,291st,349th,193rd,349th,289th,90th,348th,351st,345th,59th,341st,delaware-state,team_stats
293,313th,71st,350th,240th,177th,110th,215th,307th,198th,320th,107th,313th,172nd,62nd,201st,317th,254th,259th,292nd,238th,81st,346th,coppin-state,team_stats
294,221st,195th,186th,232nd,230th,156th,252nd,205th,88th,261st,124th,295th,24th,135th,24th,307th,278th,156th,191st,12th,258th,255th,creighton,team_stats
295,93rd,71st,62nd,83rd,106th,189th,76th,102nd,189th,86th,205th,39th,134th,183rd,135th,25th,280th,69th,125th,21st,324th,31st,davidson,team_stats
296,74th,129th,88th,150th,191st,29th,293rd,93rd,251st,48th,85th,197th,47th,190th,43rd,46th,65th,86th,42nd,320th,158th,60th,colorado,team_stats
297,45th,17th,98th,26th,11th,165th,7th,180th,140th,204th,103rd,27th,10th,2nd,37th,5th,340th,9th,48th,64th,345th,23rd,dartmouth,team_stats
298,123rd,140th,17th,33rd,38th,268th,8th,125th,292nd,64th,273rd,5th,46th,211th,40th,44th,351st,15th,218th,17th,330th,14th,cornell,team_stats
299,195th,317th,330th,253rd,242nd,317th,148th,225th,188th,224th,287th,185th,18th,37th,29th,49th,343rd,170th,269th,56th,326th,271st,columbia,team_stats
300,259th,47th,164th,293rd,215th,286th,143rd,331st,254th,331st,254th,285th,38th,273rd,33rd,49th,45th,268th,255th,192nd,211th,121st,colorado-state,team_stats
301,103rd,323rd,124th,101st,186th,34th,288th,19th,177th,16th,87th,121st,260th,319th,233rd,248th,67th,100th,114th,262nd,48th,165th,connecticut,team_stats
302,266th,162nd,319th,322nd,314th,269th,292nd,254th,71st,307th,208th,337th,33rd,9th,52nd,228th,213th,273rd,143rd,97th,185th,317th,colgate,team_stats
303,135th,181st,193rd,120th,125th,149th,128th,142nd,157th,140th,159th,108th,187th,329th,152nd,215th,234th,120th,141st,24th,281st,207th,college-of-charleston,team_stats
304,302nd,41st,259th,328th,273rd,339th,154th,339th,250th,342nd,304th,310th,112th,154th,117th,231st,262nd,324th,343rd,311th,171st,265th,citadel,team_stats
305,298th,206th,161st,230th,115th,171st,98th,344th,247th,347th,138th,280th,351st,265th,352nd,294th,35th,339th,323rd,334th,82nd,223rd,coastal-carolina,team_stats
306,329th,1st,48th,226th,150th,332nd,49th,302nd,353rd,150th,346th,52nd,309th,325th,295th,134th,210th,301st,347th,333rd,328th,49th,chicago-state,team_stats
307,93rd,311th,36th,71st,90th,10th,227th,120th,220th,93rd,29th,159th,128th,289th,94th,244th,135th,61st,118th,192nd,162nd,73rd,cincinnati,team_stats
308,243rd,351st,161st,179th,156th,164th,162nd,198th,221st,178th,186th,169th,330th,251st,328th,328th,34th,259th,247th,298th,82nd,267th,cleveland-state,team_stats
309,92nd,25th,235th,51st,14th,130th,20th,259th,151st,274th,74th,69th,63rd,211th,51st,37th,306th,44th,38th,210th,171st,147th,clemson,team_stats
310,158th,227th,243rd,288th,304th,300th,263rd,147th,89th,198th,264th,262nd,75th,125th,68th,46th,188th,234th,157th,109th,243rd,169th,chattanooga,team_stats
311,291st,81st,322nd,294th,296th,326th,224th,187th,210th,173rd,317th,216th,122nd,149th,129th,203rd,298th,265th,250th,279th,164th,311th,charleston-southern,team_stats
312,63rd,195th,18th,46th,74th,296th,19th,86th,114th,101st,247th,14th,9th,38th,17th,6th,322nd,10th,51st,192nd,230th,3rd,charlotte,team_stats
313,323rd,181st,252nd,329th,293rd,195th,302nd,323rd,337th,264th,274th,328th,302nd,222nd,303rd,289th,9th,345th,350th,353rd,135th,281st,central-arkansas,team_stats
314,140th,100th,217th,217th,236th,276th,183rd,160th,281st,112th,301st,124th,245th,165th,251st,188th,155th,238th,217th,267th,41st,209th,canisius,team_stats
315,158th,300th,153rd,129th,100th,93rd,121st,248th,325th,143rd,183rd,105th,288th,313th,266th,87th,142nd,195th,170th,30th,289th,127th,california,team_stats
316,19th,7th,124th,88th,183rd,250th,132nd,17th,63rd,23rd,238th,30th,263rd,157th,265th,101st,336th,91st,100th,184th,144th,105th,campbell,team_stats
317,79th,25th,8th,134th,152nd,235th,116th,120th,289th,61st,275th,50th,52nd,182nd,46th,23rd,90th,82nd,85th,7th,278th,6th,california-santa-barbara,team_stats
318,151st,236th,108th,206th,282nd,107th,318th,49th,43rd,100th,109th,270th,157th,58th,177th,149th,54th,163rd,194th,131st,337th,110th,california-baptist,team_stats
319,332nd,206th,267th,337th,278th,288th,221st,350th,348th,321st,325th,317th,180th,217th,167th,310th,105th,341st,336th,40th,207th,304th,cal-state-northridge,team_stats
320,54th,71st,69th,46th,76th,7th,211th,85th,298th,31st,50th,84th,78th,70th,92nd,10th,300th,25th,9th,88th,322nd,27th,california-riverside,team_stats
321,309th,100th,134th,231st,230th,333rd,116th,197th,245th,170th,320th,119th,241st,255th,236th,101st,169th,253rd,237th,162nd,105th,114th,california-davis,team_stats
322,54th,71st,9th,62nd,61st,1st,254th,163rd,290th,109th,12th,196th,262nd,152nd,263rd,139th,262nd,107th,62nd,76th,276th,24th,california-irvine,team_stats
323,67th,87th,41st,17th,6th,96th,9th,198th,318th,122nd,166th,13th,341st,249th,339th,31st,239th,114th,127th,34th,181st,18th,cal-state-bakersfield,team_stats
324,221st,140th,234th,145th,141st,218th,109th,167th,334th,63rd,296th,44th,325th,269th,315th,119th,201st,227th,306th,158th,217th,198th,cal-poly,team_stats
325,66th,155th,10th,20th,17th,13th,83rd,130th,177th,124th,22nd,66th,116th,239th,95th,66th,277th,19th,12th,70th,303rd,13th,butler,team_stats
326,145th,218th,289th,190th,255th,182nd,270th,54th,201st,36th,240th,144th,272nd,280th,250th,87th,81st,197th,235th,131st,217th,223rd,cal-state-fullerton,team_stats
327,221st,323rd,302nd,324th,335th,212th,341st,156th,96th,198th,214th,339th,250th,306th,233rd,316th,142nd,320th,317th,258th,71st,322nd,buffalo,team_stats
328,243rd,245th,339th,312th,334th,323rd,299th,93rd,141st,91st,319th,231st,302nd,104th,322nd,137th,207th,316th,223rd,320th,60th,315th,bucknell,team_stats
329,200th,271st,277th,221st,242nd,99th,291st,156th,70th,216th,81st,302nd,163rd,44th,192nd,303rd,223rd,205th,181st,238th,247th,306th,bryant,team_stats
330,32nd,271st,31st,23rd,56th,168th,40th,42nd,168th,33rd,187th,12th,36th,249th,28th,31st,257th,6th,162nd,243rd,268th,15th,brown,team_stats
