,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,high_school,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
216,0.6,0.9,SO,2.8,.461,2.2,4.8,.386,1.8,4.5,.424,3.9,9.3,.688,1.4,2.0,32,25,6-8,St. James (MD),"Springfield, VA",25.3,0,1.0,2.7,Obi Enechionyia,F,11.0,,0.3," 11.0 Pts, 3.8 Reb, 0.6 Ast",temple,0.9,3.8,per_game,220
217,1.4,0.4,SR,5.2,.500,4.7,9.4,.125,0.1,0.8,.472,4.8,10.2,.388,0.6,1.6,31,30,6-8,Plymouth-Whitemarsh,"Philadelphia, PA",29.2,15,3.3,2.9,Jaylen Bond,F,10.3,,1.0," 10.3 Pts, 8.5 Reb, 1.4 Ast",temple,1.4,8.5,per_game,240
218,1.0,0.1,SR,2.0,.336,1.3,3.8,.393,1.9,4.9,.368,3.2,8.7,.718,0.8,1.2,33,14,6-2,Friends' Central,"Philadelphia, PA",25.8,34,1.0,1.4,Devin Coleman,G,9.2,,0.4," 9.2 Pts, 3.0 Reb, 1.0 Ast",temple,0.8,3.0,per_game,205
219,4.9,0.5,JR,4.4,.444,2.2,4.9,.346,0.8,2.4,.413,3.0,7.3,.735,1.5,2.1,33,32,6-3,St. Anthony's HS,"Newark, NJ",36.2,1,0.4,2.0,Josh Brown,G,8.3,,1.2," 8.3 Pts, 4.8 Reb, 4.9 Ast",temple,1.4,4.8,per_game,185
220,1.5,0.4,JR,1.8,.393,1.0,2.5,.242,0.5,1.9,.329,1.5,4.4,.541,1.0,1.8,33,13,6-7,St. Raymond's HS,"Bronx, NY",20.7,4,1.0,1.9,Daniel Dingle,G,4.4,,0.4," 4.4 Pts, 2.8 Reb, 1.5 Ast",temple,0.8,2.8,per_game,235
221,0.6,0.0,FR,1.0,.540,1.2,2.3,.258,0.6,2.4,.395,1.8,4.6,.789,0.5,0.7,28,5,6-7,Ewing HS,"Ewing, NJ",12.2,11,0.5,0.6,Trey Lowe,G,4.8,,0.5," 4.8 Pts, 1.6 Reb, 0.6 Ast",temple,0.4,1.6,per_game,165
222,0.6,0.1,JR,1.0,.500,1.0,2.0,.324,0.4,1.1,.438,1.4,3.1,.680,0.5,0.8,31,1,6-8,Montrose Christian HS,"Cleveland, OH",9.4,10,0.8,1.4,Mark Williams,F,3.6,,0.0," 3.6 Pts, 1.7 Reb, 0.6 Ast",temple,0.6,1.7,per_game,240
223,0.6,0.0,FR,0.8,.370,0.3,0.9,.271,0.4,1.5,.307,0.7,2.4,.500,0.1,0.3,31,3,6-4,The Haverford School,"Philadelphia, PA",10.0,3,0.1,0.9,Shizz Alston Jr.,G,2.0,,0.1," 2.0 Pts, 0.9 Reb, 0.6 Ast",temple,0.4,0.9,per_game,180
224,0.1,0.4,FR,1.2,.522,0.7,1.4,,0.0,0.0,.522,0.7,1.4,.636,0.4,0.6,17,6,6-10,Archbishop Carroll HS,"Accra, Ghana",7.9,24,0.9,1.2,Ernest Aflakpui,C,1.8,,0.2," 1.8 Pts, 2.1 Reb, 0.1 Ast",temple,0.3,2.1,per_game,240
225,0.0,0.1,SR,0.7,.400,0.2,0.5,,0.0,0.0,.400,0.2,0.5,,0.0,0.0,10,3,6-11,Lincoln Park Center HS,"Ambridge, PA",5.4,23,0.2,1.0,Devontae Watson,F,0.4,,0.1," 0.4 Pts, 0.9 Reb, 0.0 Ast",temple,0.2,0.9,per_game,215
226,0.2,0.2,JR,0.0,.000,0.0,0.2,,0.0,0.0,.000,0.0,0.2,.667,0.3,0.5,6,0,6-4,Lower Merion HS,"Wynnewood, PA",1.2,22,0.0,0.0,Mike Robbins,G,0.3,,0.0," 0.3 Pts, 0.0 Reb, 0.2 Ast",temple,0.2,0.0,per_game,185
227,4.3,0.4,SR,3.0,.525,3.6,6.9,.391,2.5,6.3,.461,6.1,13.2,.663,2.9,4.3,37,37,6-7,Benedictine,"Richmond, VA",37.9,0,1.1,2.6,Michael Gbinije,F,17.5,2011,1.9," 17.5 Pts, 4.1 Reb, 4.3 Ast",syracuse,2.8,4.1,per_game,200
228,2.1,0.3,FR,3.8,.388,2.0,5.1,.353,2.1,6.1,.369,4.1,11.1,.720,3.1,4.2,37,37,6-6,Trenton Catholic (NJ),"Trenton, NJ",34.4,23,0.5,2.5,Malachi Richardson,G,13.4,2015,1.1," 13.4 Pts, 4.3 Reb, 2.1 Ast",syracuse,2.1,4.3,per_game,195
229,2.2,0.1,SR,2.0,.339,1.6,4.6,.354,2.5,7.0,.348,4.1,11.6,.806,2.4,2.9,37,37,6-4,Sanford School,"Wilmington, DE",36.4,10,0.6,1.3,Trevor Cooney,G,12.9,2011,1.6," 12.9 Pts, 2.6 Reb, 2.2 Ast",syracuse,1.5,2.6,per_game,195
230,1.1,1.8,FR,4.5,.542,2.1,3.9,.405,1.3,3.3,.479,3.4,7.2,.774,1.9,2.5,37,0,6-8,New Hampton School,"Elizaville, NY",30.3,20,1.8,2.7,Tyler Lydon,F,10.1,2015,1.1," 10.1 Pts, 6.3 Reb, 1.1 Ast",syracuse,1.3,6.3,per_game,205
231,1.4,0.6,JR,4.4,.528,3.6,6.8,.000,0.0,0.1,.524,3.6,6.9,.577,1.6,2.8,37,37,6-8,Roselle Catholic HS,"Union, NJ",30.8,21,4.1,2.3,Tyler Roberson,F,8.8,2013,0.8," 8.8 Pts, 8.5 Reb, 1.4 Ast",syracuse,1.5,8.5,per_game,212
232,0.4,0.9,SR,2.8,.548,1.8,3.4,,0.0,0.0,.548,1.8,3.4,.657,1.2,1.9,37,37,6-9,Jamesville-DeWitt HS,"Jamesville, NY",17.5,32,1.8,2.8,DaJuan Coleman,F,4.9,2012,0.7," 4.9 Pts, 4.6 Reb, 0.4 Ast",syracuse,1.1,4.6,per_game,255
233,1.8,0.1,FR,1.0,.364,0.5,1.4,.105,0.1,0.6,.286,0.6,2.0,.500,0.4,0.9,32,0,6-5,Paul IV HS,"Suitland, MD",10.5,1,0.3,1.2,Frank Howard,G,1.6,2015,0.5," 1.6 Pts, 1.3 Reb, 1.8 Ast",syracuse,0.9,1.3,per_game,205
234,0.7,0.1,SO,0.3,.200,0.2,0.8,.154,0.1,0.7,.179,0.3,1.6,.800,0.2,0.3,18,0,6-3,Cushing Academy,"Nashua, NH",6.3,14,0.3,0.6,Kaleb Joseph,G,0.9,2014,0.4," 0.9 Pts, 0.6 Reb, 0.7 Ast",syracuse,0.3,0.6,per_game,185
235,0.1,0.5,SR,1.3,.625,0.5,0.7,,0.0,0.0,.625,0.5,0.7,.286,0.2,0.6,11,0,6-9,Bishop Kearney HS,"Enugu, Nigeria",6.1,35,0.4,1.9,Chinonso Obokoh,C,1.1,,0.3," 1.1 Pts, 1.6 Reb, 0.1 Ast",syracuse,0.3,1.6,per_game,215
236,0.0,0.0,FR,0.0,.000,0.0,0.5,.000,0.0,0.8,.000,0.0,1.3,1.000,0.5,0.5,4,0,6-0,Jamesville-DeWitt HS,"Jamesville, NY",1.3,11,0.0,0.3,Adrian Autry,G,0.5,,0.3," 0.5 Pts, 0.0 Reb, 0.0 Ast",syracuse,0.5,0.0,per_game,185
237,0.0,0.0,FR,0.5,1.000,0.5,0.5,,0.0,0.0,1.000,0.5,0.5,,0.0,0.0,2,0,5-10,Agoura HS,"Agoura Hills, CA",1.0,54,0.0,0.0,Ky Feldman,G,1.0,,0.5," 1.0 Pts, 0.5 Reb, 0.0 Ast",syracuse,0.0,0.5,per_game,155
238,0.0,0.0,SO,0.2,.000,0.0,0.2,,0.0,0.0,.000,0.0,0.2,.000,0.0,0.3,6,0,6-6,Uniondale HS,"Uniondale, NY",1.2,34,0.2,0.2,Doyin Akintobi-Adeyeye,F,0.0,,0.0," 0.0 Pts, 0.3 Reb, 0.0 Ast",syracuse,0.0,0.3,per_game,235
239,0.0,0.0,FR,0.0,.000,0.0,0.3,,0.0,0.0,.000,0.0,0.3,,0.0,0.0,3,0,5-10,Uniondale HS,"Brick, NJ",1.3,3,0.0,0.0,Shaun Belbey,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",syracuse,0.3,0.0,per_game,165
240,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,6-0,Jamesville-DeWitt HS,"Jamesville, NY",1.0,25,0.0,0.3,Evan Dourdas,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",syracuse,0.0,0.0,per_game,170
241,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,5-10,Berkeley HS,"Huntington Woods, MI",1.0,33,0.0,0.0,Jonathan Radner,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",syracuse,0.0,0.0,per_game,160
242,0.0,0.0,JR,0.0,,0.0,0.0,.000,0.0,0.3,.000,0.0,0.3,,0.0,0.0,3,0,6-2,Norwich HS,"Norwich, NY",1.3,4,0.0,0.0,Mike Sutton,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",syracuse,0.0,0.0,per_game,195
243,1.6,3.0,SR,6.3,.630,8.2,13.1,,0.0,0.0,.630,8.2,13.1,.624,3.4,5.4,33,33,6-8,Roselle Catholic HS,"Plainfield, NJ",32.9,20,4.5,2.2,Jameel Warney,F,19.8,,0.9," 19.8 Pts, 10.8 Reb, 1.6 Ast",stony-brook,1.3,10.8,per_game,255
244,3.1,0.4,SR,2.6,.382,2.2,5.8,.397,2.5,6.3,.390,4.7,12.1,.778,3.0,3.8,33,33,6-0,Bishop Eustace HS,"Wenonah, NJ",33.7,10,0.6,2.3,Carson Puriefoy,G,14.9,,1.2," 14.9 Pts, 3.2 Reb, 3.1 Ast",stony-brook,2.5,3.2,per_game,175
245,1.2,0.3,SR,4.0,.503,4.8,9.4,.000,0.0,0.1,.498,4.8,9.5,.455,1.1,2.4,32,32,6-7,Chicago Vocational,"Chicago, IL",27.7,11,1.9,2.0,Rayshaun McGrew,F,10.6,,0.6," 10.6 Pts, 6.0 Reb, 1.2 Ast",stony-brook,1.3,6.0,per_game,230
246,4.2,0.2,JR,5.1,.500,2.9,5.9,.231,0.5,2.0,.432,3.4,7.8,.695,3.0,4.3,33,33,6-4,Berkshire School,"Port Washington, NY",29.2,5,1.6,2.8,Ahmad Walker,G,10.2,,1.0," 10.2 Pts, 6.8 Reb, 4.2 Ast",stony-brook,3.1,6.8,per_game,185
247,3.6,0.0,JR,2.4,.463,0.6,1.3,.449,1.5,3.5,.453,2.2,4.8,.867,0.8,1.0,31,16,6-2,Harborfields,"Greenlawn, NY",26.5,34,0.2,1.4,Lucas Woodhouse,G,6.7,,1.0," 6.7 Pts, 2.6 Reb, 3.6 Ast",stony-brook,1.3,2.6,per_game,175
248,1.4,0.0,SO,1.2,.415,0.7,1.6,.398,1.9,4.7,.403,2.6,6.4,.778,0.3,0.4,25,16,6-6,State College HS,"State College, PA",20.0,22,0.4,1.0,Bryan Sekunda,G,7.3,,0.4," 7.3 Pts, 1.6 Reb, 1.4 Ast",stony-brook,0.7,1.6,per_game,195
249,0.6,0.3,SO,2.0,.449,1.2,2.7,1.000,0.0,0.0,.456,1.2,2.7,.643,0.5,0.8,33,1,6-7,Chester HS,"Chester, PA",11.8,12,1.6,1.8,Tyrell Sturdivant,F,3.1,,0.6," 3.1 Pts, 3.6 Reb, 0.6 Ast",stony-brook,0.6,3.6,per_game,225
250,0.4,0.2,SO,1.2,.469,0.5,1.0,.385,0.5,1.3,.423,1.0,2.3,.769,0.6,0.8,31,1,6-6,Holderness School,"Frankfurt, Germany",9.8,24,0.3,1.2,Roland Nyama,G,3.1,,0.2," 3.1 Pts, 1.5 Reb, 0.4 Ast",stony-brook,0.4,1.5,per_game,210
251,0.5,0.0,SO,0.6,.395,0.6,1.4,.100,0.1,1.1,.265,0.7,2.5,.867,0.5,0.6,27,0,6-2,Muskegon HS,"Muskegon, MI",8.6,1,0.1,0.7,Deshaun Thrower,G,1.9,,0.2," 1.9 Pts, 0.7 Reb, 0.5 Ast",stony-brook,0.2,0.7,per_game,200
252,0.5,0.0,JR,0.4,.200,0.1,0.6,.333,0.3,0.8,.278,0.4,1.4,.333,0.0,0.1,26,0,6-4,Mandarin HS,"Jacksonville, FL",8.8,3,0.2,0.8,Kameron Mitchell,G,1.1,,0.3," 1.1 Pts, 0.6 Reb, 0.5 Ast",stony-brook,0.3,0.6,per_game,175
253,0.2,0.1,SO,0.6,.500,0.5,1.0,,0.0,0.0,.500,0.5,1.0,.667,0.1,0.1,21,0,6-11,Canarias Basketball Academy,"Rajec, Slovakia",4.3,32,0.4,0.5,Jakub Petras,F,1.0,,0.1," 1.0 Pts, 1.0 Reb, 0.2 Ast",stony-brook,0.1,1.0,per_game,250
254,0.0,0.0,SO,0.0,.000,0.0,0.3,.250,0.3,1.3,.200,0.3,1.7,,0.0,0.0,3,0,6-3,Albany Academy,"Saratoga Springs, NY",3.7,4,0.0,0.0,Tim Donohoe,G,1.0,,0.0," 1.0 Pts, 0.0 Reb, 0.0 Ast",stony-brook,0.0,0.0,per_game,185
255,4.5,0.5,SR,4.5,.627,6.1,9.7,.256,0.3,1.1,.588,6.4,10.9,.818,5.0,6.1,34,34,6-4,Deer Park HS,"Pasadena, TX",29.5,0,2.3,2.7,Thomas Walkup,G,18.1,,2.1," 18.1 Pts, 6.9 Reb, 4.5 Ast",stephen-f-austin,1.7,6.9,per_game,195
256,1.5,0.1,SR,1.3,.525,2.1,4.1,.424,2.9,6.9,.461,5.1,11.0,.710,0.6,0.9,34,31,5-11,McCluer,"St. Louis, MO",24.5,1,0.3,1.3,Demetrious Floyd,G,13.8,,1.2," 13.8 Pts, 1.5 Reb, 1.5 Ast",stephen-f-austin,0.9,1.5,per_game,170
257,1.4,0.6,SR,3.8,.593,3.2,5.4,.346,1.3,3.8,.490,4.5,9.2,.800,2.9,3.7,34,2,6-5,Blanche Ely,"Pompano Beach, FL",24.3,11,2.1,2.3,Clide Geffrard,F,13.3,,0.9," 13.3 Pts, 5.9 Reb, 1.4 Ast",stephen-f-austin,1.6,5.9,per_game,220
258,2.3,0.3,SO,3.1,.500,2.8,5.6,.301,0.7,2.2,.444,3.5,7.8,.744,1.8,2.5,33,31,6-5,Kennedale HS,"Kennedale, TX",25.2,4,1.7,2.7,Ty Charles,G,9.4,,1.4," 9.4 Pts, 4.8 Reb, 2.3 Ast",stephen-f-austin,1.8,4.8,per_game,190
259,1.1,1.5,FR,2.6,.566,2.4,4.2,.372,0.5,1.3,.522,2.9,5.5,.730,1.4,1.9,34,34,6-8,Elev8 Sports Institute (FL),"Albuquerque, NM",19.9,22,1.6,3.4,T.J. Holyfield,F,7.5,,0.7," 7.5 Pts, 4.2 Reb, 1.1 Ast",stephen-f-austin,1.8,4.2,per_game,227
260,1.1,0.0,SR,0.6,.418,0.7,1.6,.384,1.4,3.7,.394,2.1,5.3,.609,0.4,0.7,34,1,6-0,Ridge View,"Columbia, SC",11.5,3,0.2,1.6,Jared Johnson,G,6.0,,0.4," 6.0 Pts, 0.9 Reb, 1.1 Ast",stephen-f-austin,0.9,0.9,per_game,170
261,1.6,0.1,JR,0.6,.411,0.7,1.6,.275,0.4,1.5,.346,1.1,3.1,.714,0.9,1.2,34,3,6-3,Blanche Ely HS,"Pompano Beach, FL",17.7,12,0.4,1.4,Dallas Cameron,G,3.5,,0.4," 3.5 Pts, 1.0 Reb, 1.6 Ast",stephen-f-austin,0.5,1.0,per_game,180
262,3.7,0.0,SR,1.5,.556,0.6,1.1,.304,0.2,0.7,.458,0.8,1.7,.681,0.9,1.4,34,34,5-9,Seven Lakes HS,"Katy, TX",26.1,10,0.3,2.3,Trey Pinkney,G,2.7,,1.5," 2.7 Pts, 1.8 Reb, 3.7 Ast",stephen-f-austin,0.8,1.8,per_game,160
263,1.0,0.0,JR,2.0,.443,0.9,2.0,.000,0.0,0.0,.435,0.9,2.0,.500,0.6,1.2,31,0,6-2,,"Powder Springs, GA",9.6,2,0.7,1.5,C.J. Williams,G,2.4,,0.3," 2.4 Pts, 2.7 Reb, 1.0 Ast",stephen-f-austin,0.9,2.7,per_game,240
264,0.5,0.3,FR,1.3,.538,0.9,1.6,.250,0.0,0.2,.512,0.9,1.8,.519,0.6,1.1,24,0,6-6,Sunrise Christian Academy (KS),"Freeport, Bahamas",7.5,23,0.7,0.8,Nathan Bain,F,2.5,,0.3," 2.5 Pts, 2.0 Reb, 0.5 Ast",stephen-f-austin,0.4,2.0,per_game,196
265,0.3,0.2,FR,0.8,.438,0.6,1.3,.000,0.0,0.1,.400,0.6,1.5,.667,0.2,0.3,24,0,7-0,Kent School,"Pancevo, Serbia",6.2,32,0.5,0.8,Jovan Grujic,C,1.3,,0.1," 1.3 Pts, 1.3 Reb, 0.3 Ast",stephen-f-austin,0.4,1.3,per_game,242
266,0.2,0.1,FR,0.3,.429,0.3,0.8,.462,0.3,0.7,.444,0.7,1.5,.000,0.0,0.1,18,0,6-3,,"Dallas, TX",4.4,5,0.1,0.5,Lasani Johnson,G,1.7,,0.1," 1.7 Pts, 0.4 Reb, 0.2 Ast",stephen-f-austin,0.3,0.4,per_game,180
267,0.1,0.2,JR,0.6,.400,0.5,1.2,,0.0,0.0,.400,0.5,1.2,.375,0.2,0.5,17,0,6-9,,"Baltimore, MD",2.6,35,0.4,0.4,JaQuan Smith,F,1.1,,0.1," 1.1 Pts, 0.9 Reb, 0.1 Ast",stephen-f-austin,0.2,0.9,per_game,250
268,1.3,0.1,SR,4.4,.442,3.5,7.8,.367,2.3,6.2,.409,5.7,14.1,.790,2.8,3.5,35,35,6-4,Centennial,"Atlanta, GA",32.3,2,1.0,1.8,Adrian Rodgers,G,16.6,,1.1," 16.6 Pts, 5.4 Reb, 1.3 Ast",southern,1.7,5.4,per_game,205
269,2.2,0.0,JR,2.1,.370,2.5,6.6,.364,1.7,4.6,.368,4.1,11.2,.636,2.5,3.9,33,32,6-1,Scotlandville Magnet HS,"Shreveport, LA",34.3,3,0.7,2.3,Trelun Banks,G,12.4,,1.0," 12.4 Pts, 2.8 Reb, 2.2 Ast",southern,2.4,2.8,per_game,170
270,0.5,0.6,JR,2.3,.552,2.3,4.1,.382,1.3,3.5,.474,3.6,7.7,.902,1.1,1.2,35,2,6-4,Hardin-Jefferson HS,"Beaumont, TX",19.6,10,1.0,2.2,Shawn Prudhomme,F,9.7,,0.8," 9.7 Pts, 3.4 Reb, 0.5 Ast",southern,0.9,3.4,per_game,215
271,5.0,0.1,SR,3.3,.540,3.1,5.7,.214,0.3,1.2,.483,3.3,6.9,.773,2.6,3.4,35,35,5-11,South Oak Cliff HS,"Dallas, TX",35.9,0,0.3,2.4,Christopher Hyder,G,9.5,,2.4," 9.5 Pts, 3.6 Reb, 5.0 Ast",southern,1.7,3.6,per_game,170
272,0.9,0.7,SO,4.3,.565,3.5,6.1,,0.0,0.0,.565,3.5,6.1,.647,2.6,4.0,35,34,6-9,Scotlandville Magnet HS,"Baton Rouge, LA",26.7,12,2.0,2.8,Jared Sam,F,9.5,,0.8," 9.5 Pts, 6.4 Reb, 0.9 Ast",southern,1.2,6.4,per_game,210
273,0.4,0.3,SO,2.5,.404,1.6,3.9,.056,0.0,0.5,.364,1.6,4.4,.608,1.4,2.3,35,0,6-4,Glen Oaks HS,"Baton Rouge, LA",16.9,4,1.1,2.3,Chris Thomas,G,4.6,,0.5," 4.6 Pts, 3.6 Reb, 0.4 Ast",southern,1.0,3.6,per_game,190
274,0.1,1.1,JR,1.7,.545,1.6,2.9,,0.0,0.0,.545,1.6,2.9,.405,0.5,1.2,35,3,6-9,Salisbury HS,"Salisbury, NC",11.9,50,1.1,2.3,Tony Nunn,F,3.6,,0.1," 3.6 Pts, 2.9 Reb, 0.1 Ast",southern,0.8,2.9,per_game,220
275,0.4,0.1,SO,1.4,.524,0.8,1.6,.350,0.5,1.5,.439,1.3,3.0,.529,0.7,1.3,27,14,6-5,Boys and Girls HS,"Brooklyn, NY",12.9,11,0.2,1.4,Rashad Andrews,G,3.9,,0.3," 3.9 Pts, 1.7 Reb, 0.4 Ast",southern,0.6,1.7,per_game,190
276,0.1,0.3,JR,1.5,.586,1.5,2.5,1.000,0.0,0.0,.592,1.5,2.5,.457,0.6,1.3,28,18,6-8,,"Ontario, Canada",11.0,32,1.2,2.4,D'Arian Allen,F,3.6,,0.2," 3.6 Pts, 2.7 Reb, 0.1 Ast",southern,0.9,2.7,per_game,225
277,0.5,0.2,SO,0.7,.379,0.6,1.5,.200,0.2,0.8,.318,0.7,2.2,.636,0.4,0.6,20,2,6-3,Wossman HS,"Monroe, LA",7.4,23,0.3,0.9,LaQuentin Collins,G,1.9,,0.5," 1.9 Pts, 0.9 Reb, 0.5 Ast",southern,0.6,0.9,per_game,200
278,0.0,0.4,SR,0.2,.429,0.3,0.7,,0.0,0.0,.429,0.3,0.7,.000,0.0,0.1,10,0,6-9,Parkway Academy,"Miami, FL",4.6,20,0.3,0.1,Thomas Pierre-Louis,F,0.6,,0.2," 0.6 Pts, 0.5 Reb, 0.0 Ast",southern,0.1,0.5,per_game,210
279,0.0,0.0,JR,0.0,.500,1.0,2.0,.500,1.0,2.0,.500,2.0,4.0,,0.0,0.0,1,0,6-5,Hudson Catholic,"Newark, NJ",7.0,13,0.0,2.0,Grant Ellis,G,5.0,,0.0," 5.0 Pts, 0.0 Reb, 0.0 Ast",southern,1.0,0.0,per_game,200
280,0.0,0.0,JR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,6-7,Farmerville High School,"Farmerville, LA",1.0,21,0.0,0.0,Patrick Smith,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",southern,0.0,0.0,per_game,195
281,4.7,0.1,SO,3.3,.500,3.1,6.2,.424,1.6,3.9,.471,4.8,10.1,.738,2.2,3.0,34,34,6-1,Etiwanda HS,"Etiwanda, CA",32.4,11,0.5,1.0,Jordan McLaughlin,G,13.4,2014,1.6," 13.4 Pts, 3.8 Reb, 4.7 Ast",southern-california,2.4,3.8,per_game,170
282,0.4,0.8,JR,4.9,.523,4.3,8.3,.538,0.2,0.4,.524,4.5,8.6,.653,2.9,4.4,34,34,6-11,Arlington Country Day,"Belgrade, Serbia",25.8,32,2.1,2.4,Nikola Jovanovic,F,12.1,,0.3," 12.1 Pts, 7.0 Reb, 0.4 Ast",southern-california,1.4,7.0,per_game,230
283,1.4,0.1,JR,2.1,.512,2.5,4.9,.373,1.8,4.7,.444,4.3,9.7,.783,1.1,1.4,34,18,6-6,Mater Dei,"Dana Point, CA",26.9,5,0.6,1.0,Katin Reinhardt,G,11.4,2012,1.0," 11.4 Pts, 2.8 Reb, 1.4 Ast",southern-california,1.4,2.8,per_game,205
284,1.0,0.8,FR,3.7,.436,1.8,4.2,.359,1.8,5.1,.394,3.7,9.3,.738,2.3,3.1,33,32,6-10,Village Christian HS,"Mission Hills, CA",24.4,25,1.5,3.2,Bennie Boatwright,F,11.5,2015,0.4," 11.5 Pts, 5.2 Reb, 1.0 Ast",southern-california,1.4,5.2,per_game,235
285,5.4,0.4,JR,3.9,.500,3.7,7.4,.326,0.5,1.5,.471,4.2,8.8,.704,2.8,4.0,31,31,6-4,Desert Plains HS,"Las Vegas, NV",31.0,12,1.0,2.5,Julian Jacobs,G,11.6,,1.2," 11.6 Pts, 4.9 Reb, 5.4 Ast",southern-california,2.7,4.9,per_game,180
286,1.1,0.7,SO,2.9,.450,1.6,3.5,.429,1.8,4.1,.438,3.4,7.6,.733,1.3,1.8,34,18,6-5,Westchester HS,"Deridder, LA",26.4,30,0.8,2.6,Elijah Stewart,G,9.8,2014,0.6," 9.8 Pts, 3.6 Reb, 1.1 Ast",southern-california,0.9,3.6,per_game,180
287,0.5,1.6,FR,2.0,.521,2.6,5.0,.000,0.0,0.0,.518,2.6,5.0,.513,1.2,2.4,34,2,6-11,Lawndale HS,"Lawndale, CA",18.5,4,1.6,2.5,Chimezie Metu,F,6.4,2015,0.6," 6.4 Pts, 3.6 Reb, 0.5 Ast",southern-california,1.1,3.6,per_game,215
288,0.3,0.4,JR,2.9,.448,1.0,2.2,,0.0,0.0,.448,1.0,2.2,.469,0.6,1.2,26,0,6-7,Oak Hill Academy,"Conyers, GA",11.1,0,1.7,1.1,Darion Clark,F,2.6,,0.2," 2.6 Pts, 4.5 Reb, 0.3 Ast",southern-california,0.8,4.5,per_game,220
289,0.4,0.2,SO,0.7,.464,0.5,1.0,.250,0.2,0.7,.375,0.7,1.8,.632,0.4,0.7,27,0,6-6,Millikan HS,"Compton, CA",7.3,24,0.4,0.7,Malik Marquetti,G,2.0,2014,0.3," 2.0 Pts, 1.1 Reb, 0.4 Ast",southern-california,0.2,1.1,per_game,200
290,0.1,0.3,SO,1.1,.455,0.6,1.2,.250,0.0,0.1,.432,0.6,1.4,.577,0.6,1.0,27,0,6-11,Faith Baptist HS,"Miami, FL",6.6,2,0.4,1.3,Malik Martin,F,1.8,,0.2," 1.8 Pts, 1.5 Reb, 0.1 Ast",southern-california,0.3,1.5,per_game,220
291,0.0,0.1,SR,0.2,.455,0.3,0.6,.500,0.1,0.2,.467,0.4,0.8,1.000,0.3,0.3,18,1,6-9,Rock Academy,"Kragujevac, Serbia",2.6,14,0.0,0.0,Strahinja Gavrilovic,F,1.2,,0.2," 1.2 Pts, 0.2 Reb, 0.0 Ast",southern-california,0.2,0.2,per_game,230
292,0.0,0.0,JR,0.0,1.000,0.2,0.2,,0.0,0.0,1.000,0.2,0.2,,0.0,0.0,6,0,6-7,Inderkum HS,"Sacramento, CA",1.3,13,0.0,0.3,Samer Dhillon,F,0.3,,0.0," 0.3 Pts, 0.0 Reb, 0.0 Ast",southern-california,0.0,0.0,per_game,200
293,0.8,0.3,FR,4.0,.581,4.2,7.2,.446,0.9,1.9,.553,5.1,9.1,.824,4.3,5.2,34,3,6-9,Kimball HS,"Kimball, NE",20.8,24,2.1,2.1,Mike Daum,F,15.2,,0.5," 15.2 Pts, 6.1 Reb, 0.8 Ast",south-dakota-state,1.6,6.1,per_game,235
294,1.5,0.2,SR,3.8,.475,3.4,7.2,.340,1.5,4.5,.423,5.0,11.8,.813,3.4,4.2,33,33,6-4,Iowa Lakes,"Flint, MI",32.4,0,0.8,2.2,Deondre Parks,G,14.9,,0.8," 14.9 Pts, 4.6 Reb, 1.5 Ast",south-dakota-state,1.7,4.6,per_game,190
295,2.8,0.1,SR,3.4,.431,2.6,6.0,.374,2.3,6.1,.402,4.9,12.1,.769,2.9,3.7,28,27,6-1,Chicago Brooks College Prep,"Chicago, IL",34.1,11,0.1,2.1,George Marshall,G,14.9,,0.8," 14.9 Pts, 3.4 Reb, 2.8 Ast",south-dakota-state,1.3,3.4,per_game,190
296,1.2,0.4,SO,3.4,.448,1.3,2.8,.368,1.8,4.8,.398,3.0,7.6,.612,1.2,2.0,34,34,6-6,East Sac County HS,"Sac City, IA",29.9,23,1.4,2.5,Reed Tellinghuisen,G,9.0,,0.3," 9.0 Pts, 4.8 Reb, 1.2 Ast",south-dakota-state,1.6,4.8,per_game,175
297,2.1,0.1,SR,3.2,.478,2.1,4.3,.296,0.8,2.7,.408,2.9,7.1,.803,1.9,2.3,26,26,6-4,Bixby HS,"Bixby, OK",25.5,4,1.4,2.7,Jake Bittle,G,8.5,,1.0," 8.5 Pts, 4.6 Reb, 2.1 Ast",south-dakota-state,2.0,4.6,per_game,215
